Nome;Email;Telefone;Idade;Estado;Faixa Etária;Válido
Eduardo souza;ana.souza@gmail.com;(78) 98279-5478;64.0;GO;Idoso;True
Eduardo almeida;juliana.silva@gmail.com;(26) 98235-9015;54.0;MG;Adulto;True
Igor nascimento;helena.ribeiro@gmail.com;(21) 98571-9914;54.0;SC;Adulto;True
Igor souza;helena.pereira@gmail.com;(37) 97033-2440;23.0;GO;Jovem;True
Carlos oliveira;fernanda.costa@gmail.com;(84) 99307-3788;49.0;GO;Adulto;True
Fernanda almeida;gustavo.silva@gmail.com;(45) 94744-6378;33.0;SP;Adulto;True
Eduardo ribeiro;helena.oliveira@gmail.com;(97) 90043-8385;53.0;SP;Adulto;True
Juliana oliveira;eduardo.souza@gmail.com;(95) 92080-1057;75.0;PR;Idoso;True
Juliana araujo;ana.souza@gmail.com;(84) 98197-6182;35.0;PE;Adulto;True
Bruno silva;helena.lima@gmail.com;(93) 92699-7178;49.0;SC;Adulto;True
Gustavo ribeiro;helena.souza@gmail.com;(91) 95224-1144;78.0;RJ;Idoso;True
Juliana lima;ana.pereira@gmail.com;(83) 94346-8378;72.0;CE;Idoso;True
Helena ribeiro;ana.nascimento@gmail.com;(71) 94741-1398;23.0;GO;Jovem;True
Daniela oliveira;igor.nascimento@gmail.com;(86) 97320-8092;20.0;CE;Jovem;True
Igor almeida;helena.nascimento@gmail.com;(84) 94015-5134;63.0;BA;Idoso;True
Gustavo ribeiro;daniela.oliveira@gmail.com;(63) 93857-2973;51.0;PR;Adulto;True
Helena pereira;igor.costa@gmail.com;(23) 94686-9046;66.0;CE;Idoso;True
Ana pereira;daniela.nascimento@gmail.com;(13) 91868-5908;73.0;BA;Idoso;True
Eduardo silva;carlos.silva@gmail.com;(68) 97751-3281;47.0;RS;Adulto;True
Bruno araujo;igor.pereira@gmail.com;(40) 96506-5534;73.0;RJ;Idoso;True
Helena lima;gustavo.oliveira@gmail.com;(97) 96613-7548;27.0;RS;Jovem;True
Gustavo nascimento;igor.ribeiro@gmail.com;(37) 97516-4022;24.0;MG;Jovem;True
Juliana costa;igor.ribeiro@gmail.com;(44) 92749-5360;72.0;GO;Idoso;True
Fernanda ribeiro;ana.pereira@gmail.com;(17) 90187-7349;74.0;RS;Idoso;True
Carlos almeida;fernanda.pereira@gmail.com;(79) 92750-6776;77.0;GO;Idoso;True
Carlos lima;juliana.silva@gmail.com;(19) 95897-8413;30.0;MG;Idoso;True
Daniela lima;juliana.almeida@gmail.com;(58) 99740-1702;20.0;GO;Jovem;True
Igor lima;daniela.ribeiro@gmail.com;(97) 97948-6017;20.0;SP;Jovem;True
Daniela nascimento;igor.oliveira@gmail.com;(94) 98948-8428;66.0;PR;Idoso;True
Bruno silva;helena.lima@gmail.com;(93) 93997-1297;58.0;SP;Adulto;True
Fernanda oliveira;carlos.souza@gmail.com;(24) 96658-2562;67.0;BA;Idoso;True
Ana pereira;gustavo.araujo@gmail.com;(41) 97029-3827;31.0;MG;Adulto;True
Juliana ribeiro;carlos.araujo@gmail.com;(93) 93931-1152;29.0;PR;Idoso;True
Gustavo nascimento;bruno.almeida@gmail.com;(53) 90757-9737;75.0;RJ;Idoso;True
Eduardo araujo;ana.oliveira@gmail.com;(22) 98966-4494;73.0;RJ;Idoso;True
Fernanda araujo;fernanda.ribeiro@gmail.com;(83) 90685-2148;22.0;SC;Jovem;True
Eduardo araujo;fernanda.souza@gmail.com;(94) 94768-8065;62.0;GO;Idoso;True
Helena silva;fernanda.pereira@gmail.com;(27) 97342-7650;49.0;GO;Adulto;True
Carlos araujo;daniela.silva@gmail.com;(96) 91083-7741;51.0;RS;Adulto;True
Bruno silva;carlos.lima@gmail.com;(21) 90897-6403;31.0;RJ;Adulto;True
Fernanda silva;helena.lima@gmail.com;(45) 92158-1569;44.0;SC;Adulto;True
Juliana silva;gustavo.lima@gmail.com;(41) 93947-3433;33.0;RS;Adulto;True
Juliana pereira;igor.araujo@gmail.com;(22) 97917-5969;71.0;PR;Idoso;True
Helena nascimento;juliana.araujo@gmail.com;(44) 90857-2230;67.0;RJ;Idoso;True
Igor almeida;carlos.ribeiro@gmail.com;(59) 98887-5368;28.0;RJ;Jovem;True
Daniela araujo;igor.oliveira@gmail.com;(35) 92336-1154;54.0;RS;Adulto;True
Helena costa;helena.almeida@gmail.com;(59) 95182-5985;70.0;CE;Idoso;True
Juliana pereira;helena.almeida@gmail.com;(91) 94289-5901;61.0;BA;Idoso;True
Helena ribeiro;juliana.oliveira@gmail.com;(11) 94125-6826;24.0;RS;Jovem;True
Daniela ribeiro;helena.pereira@gmail.com;(75) 90202-8398;69.0;CE;Idoso;True
Igor ribeiro;ana.ribeiro@gmail.com;(52) 91876-5756;55.0;CE;Adulto;True
Igor pereira;fernanda.almeida@gmail.com;(60) 92886-5609;56.0;MG;Adulto;True
Helena oliveira;eduardo.nascimento@gmail.com;(88) 96638-4513;20.0;PR;Jovem;True
Fernanda almeida;bruno.araujo@gmail.com;(47) 93666-2604;48.0;MG;Adulto;True
Gustavo costa;igor.silva@gmail.com;(18) 97108-1992;26.0;RS;Jovem;True
Eduardo souza;eduardo.oliveira@gmail.com;(23) 93528-6707;65.0;SP;Idoso;True
Daniela ribeiro;gustavo.silva@gmail.com;(94) 95485-9101;61.0;PR;Idoso;True
Igor lima;carlos.silva@gmail.com;(71) 96338-5951;20.0;SC;Jovem;True
Fernanda lima;bruno.pereira@gmail.com;(35) 96453-3335;47.0;PE;Adulto;True
Carlos souza;bruno.almeida@gmail.com;(91) 94783-2941;75.0;PR;Idoso;True
Juliana souza;juliana.araujo@gmail.com;(21) 99073-3984;42.0;SC;Adulto;True
Igor pereira;carlos.lima@gmail.com;(47) 93575-4794;34.0;CE;Adulto;True
Eduardo souza;gustavo.silva@gmail.com;(34) 91209-4474;66.0;BA;Idoso;True
Bruno costa;ana.silva@gmail.com;(85) 97333-5033;32.0;SC;Adulto;True
Bruno pereira;fernanda.souza@gmail.com;(56) 97403-3964;70.0;SC;Idoso;True
Bruno costa;ana.oliveira@gmail.com;(57) 94941-4052;25.0;BA;Jovem;True
Ana pereira;bruno.ribeiro@gmail.com;(52) 90680-9690;61.0;RJ;Idoso;True
Carlos araujo;eduardo.nascimento@gmail.com;(24) 91513-1802;20.0;MG;Jovem;True
Gustavo pereira;helena.araujo@gmail.com;(78) 90291-4189;44.0;GO;Adulto;True
Helena oliveira;ana.lima@gmail.com;(54) 94842-8838;62.0;SP;Idoso;True
Juliana pereira;carlos.silva@gmail.com;(81) 91068-6756;25.0;SP;Jovem;True
Gustavo lima;ana.almeida@gmail.com;(17) 96460-6557;35.0;PE;Adulto;True
Fernanda almeida;daniela.pereira@gmail.com;(95) 90964-1501;66.0;PE;Idoso;True
Helena ribeiro;daniela.nascimento@gmail.com;(11) 90427-5064;67.0;GO;Idoso;True
Eduardo ribeiro;fernanda.almeida@gmail.com;(58) 98402-9761;80.0;BA;Idoso;True
Juliana ribeiro;ana.souza@gmail.com;(84) 95045-3070;55.0;BA;Adulto;True
Eduardo lima;bruno.araujo@gmail.com;(10) 93468-1353;35.0;SC;Adulto;True
Gustavo silva;juliana.almeida@gmail.com;(87) 95101-3497;61.0;RJ;Idoso;True
Helena ribeiro;juliana.oliveira@gmail.com;(96) 94598-3487;65.0;CE;Idoso;True
Helena pereira;igor.costa@gmail.com;(32) 92763-3013;48.0;CE;Adulto;True
Juliana oliveira;ana.lima@gmail.com;(58) 98365-9850;47.0;RJ;Adulto;True
Igor pereira;juliana.pereira@gmail.com;(83) 91729-5581;45.0;BA;Adulto;True
Juliana costa;fernanda.nascimento@gmail.com;(57) 96496-4260;19.0;RJ;Jovem;True
Igor pereira;helena.souza@gmail.com;(45) 94426-4855;39.0;RJ;Adulto;True
Igor ribeiro;helena.costa@gmail.com;(11) 95682-2323;30.0;SC;Idoso;True
Daniela lima;helena.lima@gmail.com;(34) 99886-6841;25.0;SC;Jovem;True
Carlos costa;bruno.lima@gmail.com;(22) 94763-2816;56.0;SC;Adulto;True
Ana silva;gustavo.oliveira@gmail.com;(40) 92204-7597;39.0;MG;Adulto;True
Helena silva;bruno.nascimento@gmail.com;(60) 99850-1071;23.0;GO;Jovem;True
Daniela pereira;eduardo.araujo@gmail.com;(37) 94357-6075;45.0;BA;Adulto;True
Daniela araujo;gustavo.costa@gmail.com;(12) 93292-1612;22.0;CE;Jovem;True
Ana lima;eduardo.pereira@gmail.com;(37) 94728-9289;58.0;RS;Adulto;True
Daniela souza;carlos.araujo@gmail.com;(81) 90315-2214;45.0;PR;Adulto;True
Eduardo ribeiro;igor.silva@gmail.com;(26) 91967-5529;26.0;GO;Jovem;True
Helena ribeiro;juliana.souza@gmail.com;(64) 99741-6957;39.0;PE;Adulto;True
Ana ribeiro;carlos.lima@gmail.com;(92) 95905-1822;69.0;BA;Idoso;True
Juliana almeida;fernanda.oliveira@gmail.com;(83) 90818-1690;32.0;BA;Adulto;True
Daniela silva;bruno.souza@gmail.com;(30) 91551-9504;54.0;CE;Adulto;True
Gustavo lima;carlos.ribeiro@gmail.com;(18) 98020-4356;61.0;CE;Idoso;True
Gustavo silva;juliana.silva@gmail.com;(56) 96480-9244;18.0;GO;Jovem;True
Fernanda pereira;daniela.pereira@gmail.com;(98) 98734-6945;18.0;SC;Jovem;True
Igor souza;helena.lima@gmail.com;(18) 91926-8992;41.0;RJ;Adulto;True
Carlos silva;daniela.costa@gmail.com;(43) 97768-8472;24.0;RJ;Jovem;True
Helena oliveira;gustavo.oliveira@gmail.com;(46) 93946-2399;65.0;CE;Idoso;True
Eduardo nascimento;carlos.araujo@gmail.com;(21) 97097-9291;41.0;PR;Adulto;True
Fernanda araujo;juliana.silva@gmail.com;(81) 93568-4476;46.0;SP;Adulto;True
Fernanda araujo;juliana.silva@gmail.com;(30) 92005-1297;69.0;BA;Idoso;True
Daniela araujo;gustavo.souza@gmail.com;(70) 92122-2963;60.0;MG;Idoso;True
Carlos oliveira;fernanda.lima@gmail.com;(69) 92315-7522;26.0;SC;Jovem;True
Daniela souza;helena.costa@gmail.com;(88) 94556-1910;79.0;PR;Idoso;True
Igor almeida;eduardo.araujo@gmail.com;(25) 98455-9542;36.0;CE;Adulto;True
Daniela costa;fernanda.pereira@gmail.com;(72) 90407-4657;30.0;PR;Idoso;True
Eduardo costa;igor.pereira@gmail.com;(86) 99979-4980;33.0;PE;Adulto;True
Juliana ribeiro;gustavo.lima@gmail.com;(28) 90885-8270;53.0;CE;Adulto;True
Daniela pereira;daniela.almeida@gmail.com;(14) 90880-7340;51.0;BA;Adulto;True
Bruno araujo;carlos.silva@gmail.com;(75) 93866-4378;21.0;BA;Jovem;True
Carlos almeida;fernanda.silva@gmail.com;(68) 93858-4248;63.0;PE;Idoso;True
Eduardo nascimento;helena.souza@gmail.com;(13) 90385-3940;76.0;BA;Idoso;True
Eduardo nascimento;ana.lima@gmail.com;(32) 98257-8245;18.0;GO;Jovem;True
Daniela oliveira;gustavo.lima@gmail.com;(78) 90227-2478;64.0;SP;Idoso;True
Igor ribeiro;carlos.costa@gmail.com;(96) 94855-1528;25.0;GO;Jovem;True
Fernanda oliveira;daniela.nascimento@gmail.com;(21) 95554-5644;32.0;RS;Adulto;True
Helena costa;igor.souza@gmail.com;(35) 93225-6573;53.0;PR;Adulto;True
Daniela ribeiro;ana.costa@gmail.com;(12) 97019-3201;18.0;PE;Jovem;True
Gustavo silva;daniela.silva@gmail.com;(16) 90446-4522;70.0;RJ;Idoso;True
Eduardo lima;gustavo.souza@gmail.com;(60) 90640-1553;64.0;RS;Idoso;True
Ana almeida;bruno.nascimento@gmail.com;(81) 94590-8192;45.0;CE;Adulto;True
Helena nascimento;carlos.silva@gmail.com;(69) 94056-8065;36.0;CE;Adulto;True
Daniela araujo;helena.souza@gmail.com;(31) 95414-8182;41.0;SC;Adulto;True
Helena silva;carlos.almeida@gmail.com;(41) 95553-1032;62.0;MG;Idoso;True
Eduardo araujo;igor.nascimento@gmail.com;(78) 95627-6202;24.0;BA;Jovem;True
Juliana souza;igor.nascimento@gmail.com;(21) 93920-8665;43.0;PR;Adulto;True
Juliana almeida;bruno.ribeiro@gmail.com;(32) 98956-3915;42.0;BA;Adulto;True
Fernanda almeida;juliana.ribeiro@gmail.com;(16) 91032-3766;69.0;RJ;Idoso;True
Ana ribeiro;helena.oliveira@gmail.com;(46) 98296-4723;44.0;MG;Adulto;True
Daniela lima;igor.souza@gmail.com;(99) 94379-3975;66.0;GO;Idoso;True
Juliana ribeiro;ana.ribeiro@gmail.com;(11) 95690-2020;51.0;MG;Adulto;True
Carlos nascimento;juliana.almeida@gmail.com;(63) 98198-2653;55.0;RS;Adulto;True
Juliana pereira;igor.araujo@gmail.com;(49) 96075-8445;65.0;RJ;Idoso;True
Igor lima;eduardo.araujo@gmail.com;(56) 92408-5593;57.0;SC;Adulto;True
Bruno nascimento;igor.pereira@gmail.com;(10) 98511-8973;43.0;RS;Adulto;True
Gustavo araujo;bruno.nascimento@gmail.com;(57) 95501-1129;19.0;RJ;Jovem;True
Fernanda costa;ana.costa@gmail.com;(83) 98308-3241;65.0;RJ;Idoso;True
Juliana araujo;carlos.silva@gmail.com;(40) 94047-9821;59.0;PE;Adulto;True
Juliana costa;fernanda.pereira@gmail.com;(97) 93927-2413;58.0;BA;Adulto;True
Carlos costa;fernanda.lima@gmail.com;(61) 93749-9704;31.0;MG;Adulto;True
Bruno almeida;gustavo.souza@gmail.com;(67) 98802-1901;44.0;MG;Adulto;True
Igor ribeiro;gustavo.pereira@gmail.com;(90) 93838-1534;53.0;BA;Adulto;True
Daniela almeida;ana.pereira@gmail.com;(85) 93850-8907;67.0;BA;Idoso;True
Eduardo ribeiro;daniela.costa@gmail.com;(24) 91003-4022;75.0;RS;Idoso;True
Juliana ribeiro;carlos.araujo@gmail.com;(13) 97140-2920;26.0;SC;Jovem;True
Gustavo souza;carlos.costa@gmail.com;(94) 95198-7801;33.0;GO;Adulto;True
Carlos oliveira;eduardo.silva@gmail.com;(50) 92368-5980;71.0;CE;Idoso;True
Ana oliveira;fernanda.nascimento@gmail.com;(25) 96557-1193;29.0;BA;Idoso;True
Helena nascimento;carlos.pereira@gmail.com;(42) 95675-7177;67.0;SC;Idoso;True
Bruno oliveira;juliana.nascimento@gmail.com;(41) 96120-8388;68.0;CE;Idoso;True
Helena lima;igor.lima@gmail.com;(20) 95276-5712;40.0;RJ;Adulto;True
Eduardo ribeiro;carlos.lima@gmail.com;(51) 94850-8467;21.0;PR;Jovem;True
Fernanda silva;igor.silva@gmail.com;(39) 92943-9741;68.0;PR;Idoso;True
Gustavo lima;gustavo.silva@gmail.com;(31) 92700-7803;67.0;MG;Idoso;True
Helena silva;igor.araujo@gmail.com;(48) 98959-9927;50.0;BA;Adulto;True
Bruno costa;bruno.souza@gmail.com;(50) 92383-7226;59.0;SC;Adulto;True
Gustavo ribeiro;igor.nascimento@gmail.com;(27) 99752-2323;36.0;SP;Adulto;True
Eduardo souza;bruno.silva@gmail.com;(63) 91620-6939;49.0;PE;Adulto;True
Daniela araujo;bruno.lima@gmail.com;(76) 97227-1862;32.0;GO;Adulto;True
Juliana nascimento;bruno.nascimento@gmail.com;(37) 96772-6140;78.0;MG;Idoso;True
Igor pereira;bruno.souza@gmail.com;(33) 90137-2039;69.0;PE;Idoso;True
Helena araujo;gustavo.almeida@gmail.com;(38) 91465-1548;23.0;RS;Jovem;True
Daniela pereira;igor.almeida@gmail.com;(57) 94813-8873;80.0;MG;Idoso;True
Daniela souza;bruno.silva@gmail.com;(54) 99248-6269;57.0;BA;Adulto;True
Juliana lima;daniela.souza@gmail.com;(74) 94583-7760;71.0;SP;Idoso;True
Juliana almeida;eduardo.costa@gmail.com;(98) 91690-8754;76.0;RS;Idoso;True
Juliana souza;helena.silva@gmail.com;(85) 94437-9946;31.0;CE;Adulto;True
Eduardo costa;eduardo.souza@gmail.com;(92) 96498-5162;34.0;PE;Adulto;True
Juliana araujo;ana.ribeiro@gmail.com;(36) 92245-1176;31.0;RJ;Adulto;True
Daniela ribeiro;fernanda.almeida@gmail.com;(32) 92648-6384;45.0;MG;Adulto;True
Carlos oliveira;bruno.oliveira@gmail.com;(33) 95041-6522;57.0;RS;Adulto;True
Daniela ribeiro;gustavo.lima@gmail.com;(88) 92662-2441;39.0;GO;Adulto;True
Juliana lima;ana.silva@gmail.com;(75) 90549-9355;33.0;RJ;Adulto;True
Helena almeida;juliana.nascimento@gmail.com;(25) 95199-6998;29.0;CE;Idoso;True
Ana nascimento;helena.silva@gmail.com;(90) 95403-9008;23.0;PE;Jovem;True
Carlos almeida;fernanda.costa@gmail.com;(29) 97931-3886;62.0;PE;Idoso;True
Carlos lima;helena.lima@gmail.com;(31) 90345-5351;18.0;RS;Jovem;True
Helena almeida;eduardo.araujo@gmail.com;(29) 95512-7022;68.0;PE;Idoso;True
Daniela araujo;gustavo.costa@gmail.com;(49) 99132-5722;40.0;CE;Adulto;True
Helena souza;daniela.silva@gmail.com;(28) 93600-6501;50.0;SP;Adulto;True
Bruno araujo;gustavo.souza@gmail.com;(11) 93015-1459;70.0;SC;Idoso;True
Helena almeida;helena.pereira@gmail.com;(50) 91302-4895;34.0;MG;Adulto;True
Igor almeida;carlos.lima@gmail.com;(94) 95067-5890;58.0;PE;Adulto;True
Bruno oliveira;igor.ribeiro@gmail.com;(54) 94452-5847;80.0;GO;Idoso;True
Helena pereira;eduardo.araujo@gmail.com;(99) 98552-2850;54.0;PE;Adulto;True
Eduardo almeida;helena.araujo@gmail.com;(82) 91924-7081;69.0;MG;Idoso;True
Eduardo araujo;ana.ribeiro@gmail.com;(74) 96976-1718;70.0;PE;Idoso;True
Eduardo araujo;ana.costa@gmail.com;(11) 92541-7174;51.0;SC;Adulto;True
Carlos oliveira;juliana.pereira@gmail.com;(22) 96633-1940;42.0;RJ;Adulto;True
Ana pereira;juliana.nascimento@gmail.com;(56) 98335-6598;75.0;SC;Idoso;True
Carlos araujo;ana.souza@gmail.com;(51) 97703-6956;59.0;SC;Adulto;True
Eduardo pereira;ana.silva@gmail.com;(98) 96736-6054;35.0;SC;Adulto;True
Helena araujo;bruno.araujo@gmail.com;(24) 90860-8069;67.0;RJ;Idoso;True
Ana nascimento;helena.pereira@gmail.com;(75) 90538-3502;27.0;PE;Jovem;True
Gustavo souza;igor.souza@gmail.com;(56) 98354-9289;43.0;RS;Adulto;True
Bruno lima;daniela.silva@gmail.com;(60) 90004-3234;76.0;PR;Idoso;True
Igor nascimento;ana.nascimento@gmail.com;(50) 90727-3738;55.0;GO;Adulto;True
Ana araujo;daniela.souza@gmail.com;(10) 94117-1745;41.0;CE;Adulto;True
Eduardo nascimento;ana.lima@gmail.com;(24) 98731-4461;31.0;PR;Adulto;True
Daniela souza;bruno.almeida@gmail.com;(44) 99554-6731;72.0;RJ;Idoso;True
Eduardo silva;gustavo.costa@gmail.com;(37) 95971-2837;74.0;SC;Idoso;True
Daniela souza;bruno.almeida@gmail.com;(86) 97210-9248;28.0;RJ;Jovem;True
Fernanda nascimento;daniela.almeida@gmail.com;(50) 98413-1117;64.0;SC;Idoso;True
Igor oliveira;juliana.ribeiro@gmail.com;(72) 99030-1277;57.0;BA;Adulto;True
Daniela pereira;eduardo.nascimento@gmail.com;(17) 95245-4474;75.0;GO;Idoso;True
Eduardo costa;gustavo.nascimento@gmail.com;(25) 96169-9182;57.0;PR;Adulto;True
Fernanda oliveira;ana.ribeiro@gmail.com;(11) 92142-2999;26.0;MG;Jovem;True
Fernanda nascimento;igor.almeida@gmail.com;(89) 91485-4993;55.0;MG;Adulto;True
Fernanda costa;juliana.silva@gmail.com;(24) 95949-7238;46.0;BA;Adulto;True
Gustavo ribeiro;carlos.silva@gmail.com;(79) 99082-6609;32.0;RS;Adulto;True
Ana pereira;gustavo.ribeiro@gmail.com;(37) 90880-5379;35.0;RS;Adulto;True
Daniela lima;ana.pereira@gmail.com;(98) 97577-5573;21.0;MG;Jovem;True
Daniela araujo;fernanda.costa@gmail.com;(26) 98083-8586;37.0;CE;Adulto;True
Carlos costa;helena.araujo@gmail.com;(53) 90149-1778;46.0;SP;Adulto;True
Gustavo almeida;juliana.costa@gmail.com;(39) 97125-7901;26.0;PE;Jovem;True
Bruno silva;eduardo.souza@gmail.com;(53) 99329-6710;79.0;GO;Idoso;True
Helena pereira;eduardo.oliveira@gmail.com;(88) 91642-2661;66.0;RS;Idoso;True
Eduardo silva;fernanda.ribeiro@gmail.com;(45) 99229-7563;65.0;RS;Idoso;True
Helena pereira;juliana.oliveira@gmail.com;(98) 94698-5786;70.0;SP;Idoso;True
Carlos souza;daniela.souza@gmail.com;(83) 91328-5137;23.0;PR;Jovem;True
Ana nascimento;fernanda.lima@gmail.com;(83) 99287-9028;36.0;BA;Adulto;True
Juliana ribeiro;ana.almeida@gmail.com;(22) 91710-2098;51.0;PE;Adulto;True
Bruno souza;carlos.nascimento@gmail.com;(64) 96065-4447;73.0;SP;Idoso;True
Juliana souza;helena.lima@gmail.com;(71) 95698-7103;40.0;PE;Adulto;True
Igor souza;bruno.ribeiro@gmail.com;(87) 91571-3055;63.0;MG;Idoso;True
Carlos araujo;fernanda.souza@gmail.com;(58) 92122-9442;72.0;GO;Idoso;True
Ana araujo;carlos.ribeiro@gmail.com;(36) 90535-2495;20.0;CE;Jovem;True
Helena pereira;ana.oliveira@gmail.com;(28) 98720-4688;38.0;SP;Adulto;True
Juliana costa;igor.pereira@gmail.com;(31) 90426-1675;67.0;RS;Idoso;True
Ana nascimento;daniela.araujo@gmail.com;(25) 93315-3585;38.0;RS;Adulto;True
Carlos ribeiro;gustavo.ribeiro@gmail.com;(45) 99427-7846;23.0;PR;Jovem;True
Helena pereira;fernanda.lima@gmail.com;(96) 93309-8568;75.0;RJ;Idoso;True
Helena almeida;ana.ribeiro@gmail.com;(63) 93117-2838;62.0;BA;Idoso;True
Daniela pereira;carlos.araujo@gmail.com;(57) 97442-8027;39.0;RS;Adulto;True
Eduardo nascimento;juliana.oliveira@gmail.com;(66) 98629-9237;58.0;PE;Adulto;True
Gustavo ribeiro;ana.costa@gmail.com;(38) 92554-7864;62.0;PR;Idoso;True
Fernanda costa;gustavo.araujo@gmail.com;(51) 99306-7357;39.0;PR;Adulto;True
Fernanda silva;daniela.oliveira@gmail.com;(66) 97435-1377;55.0;SP;Adulto;True
Carlos araujo;ana.costa@gmail.com;(74) 99588-5290;28.0;PR;Jovem;True
Carlos almeida;helena.lima@gmail.com;(11) 97237-7829;24.0;GO;Jovem;True
Gustavo costa;carlos.almeida@gmail.com;(62) 91668-3238;51.0;SP;Adulto;True
Ana oliveira;bruno.almeida@gmail.com;(20) 97382-1227;37.0;PR;Adulto;True
Carlos costa;ana.costa@gmail.com;(79) 97722-6696;74.0;PR;Idoso;True
Juliana pereira;helena.araujo@gmail.com;(68) 91480-2950;34.0;PE;Adulto;True
Daniela pereira;gustavo.oliveira@gmail.com;(18) 94181-2845;74.0;PR;Idoso;True
Eduardo oliveira;helena.lima@gmail.com;(20) 90111-9752;46.0;PR;Adulto;True
Carlos costa;igor.araujo@gmail.com;(57) 98340-2166;41.0;GO;Adulto;True
Gustavo costa;helena.silva@gmail.com;(35) 97738-1069;18.0;GO;Jovem;True
Carlos silva;igor.araujo@gmail.com;(49) 90983-1939;74.0;SP;Idoso;True
Helena pereira;igor.araujo@gmail.com;(31) 94874-1805;27.0;SP;Jovem;True
Bruno costa;daniela.pereira@gmail.com;(59) 95505-8016;22.0;CE;Jovem;True
Fernanda lima;igor.souza@gmail.com;(23) 95407-3127;64.0;PR;Idoso;True
Gustavo nascimento;daniela.silva@gmail.com;(27) 97080-5369;73.0;GO;Idoso;True
Igor araujo;juliana.lima@gmail.com;(35) 94956-6562;45.0;SP;Adulto;True
Carlos araujo;juliana.araujo@gmail.com;(46) 90069-5508;27.0;SP;Jovem;True
Igor nascimento;juliana.lima@gmail.com;(74) 99347-5862;34.0;SC;Adulto;True
Daniela nascimento;eduardo.lima@gmail.com;(70) 91594-7539;32.0;PR;Adulto;True
Gustavo nascimento;bruno.ribeiro@gmail.com;(26) 92342-2270;41.0;GO;Adulto;True
Eduardo pereira;juliana.silva@gmail.com;(76) 97762-5140;68.0;RS;Idoso;True
Carlos almeida;fernanda.almeida@gmail.com;(24) 94636-1985;26.0;BA;Jovem;True
Carlos pereira;igor.pereira@gmail.com;(33) 96354-6706;79.0;GO;Idoso;True
Juliana pereira;bruno.ribeiro@gmail.com;(81) 90919-3433;35.0;SP;Adulto;True
Eduardo oliveira;eduardo.silva@gmail.com;(26) 91701-2205;78.0;PR;Idoso;True
Juliana almeida;daniela.nascimento@gmail.com;(20) 95071-7709;19.0;BA;Jovem;True
Daniela nascimento;carlos.pereira@gmail.com;(78) 99824-1818;74.0;GO;Idoso;True
Fernanda pereira;daniela.oliveira@gmail.com;(40) 92727-3909;46.0;MG;Adulto;True
Daniela araujo;eduardo.ribeiro@gmail.com;(36) 97412-9673;28.0;PR;Jovem;True
Igor araujo;daniela.costa@gmail.com;(25) 94627-2971;20.0;RS;Jovem;True
Juliana ribeiro;fernanda.costa@gmail.com;(96) 91645-3822;38.0;RJ;Adulto;True
Juliana nascimento;fernanda.almeida@gmail.com;(36) 93051-3908;28.0;PR;Jovem;True
Gustavo silva;juliana.lima@gmail.com;(95) 91008-2034;67.0;RS;Idoso;True
Gustavo ribeiro;juliana.pereira@gmail.com;(45) 95904-1175;36.0;GO;Adulto;True
Ana pereira;juliana.souza@gmail.com;(73) 93457-3092;40.0;MG;Adulto;True
Ana costa;ana.ribeiro@gmail.com;(63) 92490-6843;56.0;MG;Adulto;True
Fernanda pereira;igor.pereira@gmail.com;(53) 98868-4460;61.0;BA;Idoso;True
Eduardo almeida;ana.costa@gmail.com;(97) 97023-1119;67.0;PR;Idoso;True
Carlos pereira;igor.costa@gmail.com;(60) 92255-3406;55.0;CE;Adulto;True
Fernanda oliveira;fernanda.costa@gmail.com;(48) 98881-7077;72.0;GO;Idoso;True
Daniela costa;daniela.costa@gmail.com;(23) 90476-9779;76.0;RS;Idoso;True
Eduardo souza;gustavo.silva@gmail.com;(65) 94870-2408;80.0;RS;Idoso;True
Fernanda araujo;helena.nascimento@gmail.com;(21) 98750-7019;74.0;GO;Idoso;True
Fernanda costa;gustavo.pereira@gmail.com;(62) 92037-2263;49.0;RJ;Adulto;True
Fernanda silva;gustavo.silva@gmail.com;(41) 94521-2708;25.0;SC;Jovem;True
Igor oliveira;gustavo.araujo@gmail.com;(55) 96674-1115;63.0;MG;Idoso;True
Fernanda nascimento;gustavo.souza@gmail.com;(32) 90041-1816;20.0;SC;Jovem;True
Ana lima;carlos.souza@gmail.com;(30) 90777-9843;27.0;SC;Jovem;True
Juliana pereira;juliana.ribeiro@gmail.com;(78) 92573-5193;69.0;PE;Idoso;True
Carlos costa;daniela.almeida@gmail.com;(72) 91847-9418;20.0;RJ;Jovem;True
Daniela almeida;carlos.nascimento@gmail.com;(90) 90408-7819;45.0;GO;Adulto;True
Igor almeida;igor.silva@gmail.com;(72) 90632-1243;69.0;RJ;Idoso;True
Fernanda pereira;carlos.costa@gmail.com;(90) 91547-8068;60.0;CE;Idoso;True
Gustavo oliveira;helena.nascimento@gmail.com;(86) 99622-9841;26.0;CE;Jovem;True
Fernanda silva;helena.almeida@gmail.com;(32) 95719-4317;53.0;CE;Adulto;True
Juliana souza;juliana.lima@gmail.com;(12) 97323-2505;75.0;MG;Idoso;True
Igor ribeiro;gustavo.costa@gmail.com;(15) 91438-6676;64.0;MG;Idoso;True
Gustavo almeida;gustavo.nascimento@gmail.com;(81) 98868-1864;61.0;RS;Idoso;True
Eduardo almeida;eduardo.souza@gmail.com;(30) 92967-5441;56.0;RS;Adulto;True
